55,06	51,79	111,0	104,3
52,22	48,4	122,5	118,3
52,22	48,4	122,5	118,3
52,22	48,4	122,5	118,3
52,22	48,4	122,5	118,3
52,22	48,4	122,5	118,3
52,22	48,4	122,5	118,3
52,22	48,4	122,5	118,3
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
49,86	46,45	112,3	108,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
50,2	46,42	112,9	107,8
53,3	48,94	123,6	114,9
53,3	48,94	123,6	114,9
55,08	51,28	125,6	120,5
52,66	48,23	123,5	119,6
52,66	48,23	123,5	119,6
51,3	46,61	113,2	105,2
51,3	46,61	113,2	105,2
51,3	46,61	113,2	105,2
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
51,7	47,6	114,5	108,1
55,22	50,81	133,4	126,4
52,14	48,67	117,4	111,8
52,14	48,67	117,4	111,8
52,76	48,59	115,4	110,3
52,76	48,59	115,4	110,3
52,76	48,59	115,4	110,3
50,72	46,28	113,8	105,2
49,06	44,49	108,6	101,6
49,54	45,09	109,5	101,3
49,54	45,09	109,5	101,3
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
49,62	45,16	108,6	100,8
48,92	44,94	104,3	95,16
48,92	44,94	104,3	95,16
48,92	44,94	104,3	95,16
48,92	44,94	104,3	95,16
48,92	44,94	104,3	95,16
48,92	44,94	104,3	95,16
